image_file,image_name,document_type,processing_time,field_count,found_fields,field_coverage,prompt_used,timestamp,overall_accuracy,fields_extracted,fields_matched,total_fields,inference_only,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT,STATEMENT_DATE_RANGE,TRANSACTION_DATES,TRANSACTION_AMOUNTS_PAID,TRANSACTION_AMOUNTS_RECEIVED,ACCOUNT_BALANCE,model,quantization_used,efficiency_score
image_001.png,image_001.png,receipt,12.586556196212769,14,14,73.68421052631578,llama_receipt,2025-10-15T03:48:03.519353,100.0,14,14,14,False,RECEIPT,06 082 698 025,Liberty Oil,481 Bourke Street  Perth WA 6000,Robert Taylor,243 Adelaide Street  Perth WA 6000,05/08/2025,Car Wash | Coffee Large | Unleaded Petrol | Car Wash | Diesel,3 | 1 | 1 | 2 | 3,$15.00 | $4.50 | $1.65 | $15.00 | $1.70,$45.00 | $4.50 | $1.65 | $30.00 | $5.10,true,$8.62,$94.87,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,,7.944984985653939
image_002.png,image_002.png,receipt,12.079201459884644,14,14,73.68421052631578,llama_receipt,2025-10-15T03:48:03.519386,64.28571428571429,14,9,14,False,RECEIPT,298 493 258,Ampol Limited,680 Collins Street  Darwin NT 0800,Sophie Martin,487 Collins Street  Hobart TAS 7000,18/07/2025,Energy Drink | Premium Unleaded | Coffee Large | Car Wash | Premium Unleaded,1 | 1 | 2 | 2 | 2,$4.20 | $1.75 | $4.50 | $15.00 | $1.75,$4.20 | $1.75 | $9.00 | $30.00 | $3.50,true,$5.20,$57.15,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,,5.322016898154145
image_003.png,image_003.png,bank_statement,16.611489295959473,5,7,36.84210526315789,llama_bank_statement,2025-10-15T03:48:03.519404,40.0,7,2,5,False,STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,ONLINE PURCHASE AMAZON AU | EFTPOS PURCHASE COLES EXP | EFTPOS PURCHASE COLES EXP | DIRECT CREDIT SALARY | ATM WITHDRAWAL ANZ ATM | EFTPOS PURCHASE COLES EXP | INTEREST PAYMENT | ATM WITHDRAWAL ANZ ATM,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,03/05/2025 to 10/05/2025,03/05/2025 | 04/05/2025 | 05/05/2025 | 06/05/2025 | 07/05/2025 | 08/05/2025 | 09/05/2025 | 10/05/2025,$288.03 | $22.50 | $114.66 | $187.59 | $112.50 | $146.72,$3497.47 | $16540.15 | $16427.65 | $5.16,$13387.44 | $13344.94 | $13230.27 | $16727.74 | $16540.15 | $16427.65 | $16432.81 | $16286.08,Llama-3.2-Vision,,2.4079719336019725
image_004.png,image_004.png,receipt,11.785923957824709,14,14,73.68421052631578,llama_receipt,2025-10-15T03:48:03.519426,85.71428571428571,14,12,14,False,RECEIPT,66 658 925 499,Liberty Oil,993 Pitt Street  Darwin NT 0800,William Harris,52 Bourke Street  Darwin NT 0800,19/07/2025,Premium Unleaded | Diesel | Unleaded Petrol,1 | 2 | 3,$1.75 | $3.40 | $4.95,$10.10 | $8.80 | $14.85,true,$1.01,$11.11,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,,7.272597890586232
image_005.png,image_005.png,invoice,14.157546758651732,14,14,73.68421052631578,llama_invoice,2025-10-15T03:48:03.519439,100.0,14,14,14,False,INVOICE,73 154 562 747,Aussie Office Supplies Pty Ltd,123 Collins Street  Melbourne VIC 3000,Perth Building Materials,456 George Street  Sydney NSW 2000,06/08/2025,Wireless Mouse | Desk Lamp | Wireless Mouse | Printer Paper | Monitor Stand,3 | 3 | 2 | 3 | 1,$490.12 | $38.84 | $431.58 | $138.58 | $1968.24,$1470.35 | $116.53 | $863.17 | $415.74 | $1968.24,true,$439.46,$4834.03,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,,7.06337063226647
image_006.png,image_006.png,invoice,16.24143958091736,14,14,73.68421052631578,llama_invoice,2025-10-15T03:48:03.519453,92.85714285714286,14,13,14,False,INVOICE,26 668 321 195,Maritime Mechanics,1/92 Watt Road  Mornington  VIC 3931 - P: (03) 5973 4755,Tod Nestor,29 Frederick Street  FERNTREE GULLY VIC 3156,27/08/2025,VRS Kit | Pushrods | Ex Valve | Injector Nozzle | Labour - To Date | Labour - To Complete | Freight - Parts In,1.0 | 2.0 | 1.0 | 1.0 | 5.5 | 8.5 | 1.0,$356.25 | $86.87 | $181.25 | $478.60 | $180.00 | $180.00 | $40.00,"$356.25 | $173.74 | $181.25 | $478.60 | $990.00 | $1,530.00 | $40.00",true,$374.98,"$4,124.82",NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,,5.717297558169905
image_007.png,image_007.png,invoice,15.549123048782349,14,14,73.68421052631578,llama_invoice,2025-10-15T03:48:03.519465,78.57142857142857,14,11,14,False,INVOICE,64 086 174 781,Telstra Limited,ABN 64 086 174 781,Mr Maurice Nestor,29 Frederick Street,16/07/2025,Mobile service 0428 521 734 | Mobile data service 0459 246 813 | Mobile data service 0409 760 513 | Mobile data service 0428 992 418,1 | 1 | 1 | 1,$45.00 | $30.00 | $25.00 | $20.00,$45.00 | $30.00 | $25.00 | $20.00,true,$10.91,$120.00,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,,5.053109961566707
image_008.png,image_008.png,bank_statement,82.77357506752014,5,4,21.052631578947366,llama_bank_statement,2025-10-15T03:48:03.519476,20.0,4,1,5,False,STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,EFTPOS Cash Out PRICELINE PHARMACY MACKAY QLD | EFTPOS Purchase OFFICEWORKS BUSINESS ROCKHAMPTO... | Mortgage Repayment MORT 0103P16754533 NAB | OSKO Payment to MIKE CHEN 809845773133 | Direct Debit 15395P41608293 MWF 42730 | Salary Payment ATO 28782P60782100 | DD INSURANCE ACME CORP PTY LTD 82321942151853 | Auto Payment UTILITIES AGL 7240P85943944 | DIRECT CREDIT SALARY 6080P67812986 | BPAY Payment BILLER60279 CRN 9813018480 | Professional Services Red Energy 98073P31959417 | Card Purchase RED ROOSTER Paramatta SA | Credit Card Payment CC 72599P33283283 | EFTPOS Cash Out PRICELINE PHARMACY BRISBANE QLD | Card Purchase CHEMIST WAREHOUSE DISCOUNT Richmo... | Fortnightly Pay ATO PAYROLL 91032P35687918 | PAY RUN ACME CORP PTY LTD 99584P07785218 | Salary Payment ATO 30175P32361415 | Online Purchase amazon.com.au AUS | Salary Payment ATO 28773P16041610 | Transfer To Vicks Account NetBank 54381P90841102 | Salary Payment ATO 94514P80490207 | Transfer To Western Port Marina NetBank From Tod | Subscription Netflix 33588P77385123 | Contactless Payment Cinema CAIRNS QLD | Auto Payment UTILITIES Red Energy 15107P21771655 | Contactless Payment Restaurant MACKAY QLD | Fortnightly Pay ATO PAYROLL 36358P70254998 | Centrelink Payment JobSeeker 59392P56090878 | International Transaction Fee | Equipment Purchase OfficeMax Australia 13554P45... | International ATM USA USD | Dividend Payment PREMIUM CORP PTY LTD 73535P419... | Invoice Payment HARVEY NORMAN FLAGSHIP PTY LTD... | Online Purchase ebay.com.au AUS | Subscription Spotify Monthly 15369P58427775 | International Transaction Fee | Business Expense IT Equipment 66969P86141679 | Auto Payment UTILITIES Energy Australia 47683P7... | Auto Payment UTILITIES Red Energy 81338P61572286,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,08/08/2025 to 07/09/2025,07/09/2025 | 08/09/2025 | 04/09/2025 | 03/09/2025 | 03/09/2025 | 02/09/2025 | 02/09/2025 | 01/09/2025 | 01/09/2025 | 01/09/2025 | 31/08/2025 | 29/08/2025 | 29/08/2025 | 27/08/2025 | 27/08/2025 | 26/08/2025 | 24/08/2025 | 23/08/2025 | 22/08/2025 | 20/08/2025 | 20/08/2025 | 20/08/2025 | 19/08/2025 | 18/08/2025 | 18/08/2025 | 17/08/2025 | 14/08/2025 | 14/08/2025 | 13/08/2025 | 13/08/2025 | 11/08/2025 | 11/08/2025 | 10/08/2025 | 10/08/2025 | 09/08/2025 | 06/08/2025 | 06/08/2025 | 09/08/2025,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,,0.24162300569578612
image_009.png,image_009.png,bank_statement,34.28039288520813,5,0,0.0,llama_bank_statement,2025-10-15T03:48:03.519486,0.0,0,0,5,False,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,,0.0
image_001.png,image_001.png,receipt,35.36415410041809,14,13,68.42105263157895,internvl3_receipt,2025-10-15T04:06:18.235272,92.85714285714286,13,13,14,False,RECEIPT,06 082 698 025,Liberty Oil,481 Bourke Street Perth WA 6000,Robert Taylor,243 Adelaide Street Perth WA 6000,05/08/2025,Car Wash | Coffee Large | Unleaded Petrol | Car Wash | Diesel,3 | 1 | 1 | 2 | 3,$15.00 | $4.50 | $1.65 | $15.00 | $1.77,$45.00 | $4.50 | $1.65 | $30.00 | $5.10,NOT_FOUND,$8.62,$94.87,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,InternVL3-Quantized-8B,,2.6257419474383825
