image_file,image_name,document_type,processing_time,field_count,found_fields,field_coverage,prompt_used,timestamp,overall_accuracy,fields_extracted,fields_matched,total_fields,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT,STATEMENT_DATE_RANGE,TRANSACTION_DATES,TRANSACTION_AMOUNTS_PAID,TRANSACTION_AMOUNTS_RECEIVED,ACCOUNT_BALANCE,model,efficiency_score
image_001.png,image_001.png,invoice,14.46588969230652,14,14,100.0,llama_invoice,2025-09-17T01:02:43.701178,92.85714285714286,14,13,14,INVOICE,06 082 698 025,Liberty Oil,481 Bourke Street Perth WA 6000,Robert Taylor,243 Adelaide Street Perth WA 6000,05/08/2025,Car Wash | Coffee Large | Unleaded Petrol | Car Wash | Diesel,3 | 1 | 1 | 2 | 3,$15.00 | $4.50 | $1.65 | $15.00 | $1.70,$45.00 | $4.50 | $1.65 | $30.00 | $5.10,true,$8.62,$94.87,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,6.419041264121323
image_002.png,image_002.png,receipt,9.443584442138672,14,14,100.0,llama_receipt,2025-09-17T01:02:43.701205,92.85714285714286,14,14,14,RECEIPT,298 483 258,Ampol Limited,680 Collins Street Darwin NT 0800,Sophie Martin,487 Collins Street Hobart TAS 7000,18/07/2025,Energy Drink | Premium Unleaded | Coffee Large | Car Wash | Premium Unleaded | Premium Unleaded,1 | 1 | 2 | 2 | 2 | 2,$4.20 | $1.75 | $4.50 | $15.00 | $1.75 | $1.75,$4.20 | $1.75 | $9.00 | $30.00 | $1.75 | $1.75,true,$5.20,$57.15,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,9.832828141272348
image_003.png,image_003.png,bank_statement,13.482940912246704,7,7,100.0,llama_bank_statement,2025-09-17T01:02:43.701225,97.14285714285714,7,7,7,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,ONLINE PURCHASE AMAZON AU | EFTPOS PURCHASE COLES EXP | EFTPOS PURCHASE COLES EXP | DIRECT CREDIT SALARY | ATM WITHDRAWAL ANZ ATM | EFTPOS PURCHASE COLES EXP | INTEREST PAYMENT | ATM WITHDRAWAL ANZ ATM,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,03/05/2025 to 10/05/2025,03/05/2025 | 04/05/2025 | 05/05/2025 | 06/05/2025 | 07/05/2025 | 08/05/2025 | 09/05/2025 | 10/05/2025,$288.03 | $42.50 | $114.67 | NOT_FOUND | $187.59 | $112.50 | NOT_FOUND | $146.73,NOT_FOUND | NOT_FOUND | NOT_FOUND | $3497.47 | NOT_FOUND | NOT_FOUND | $5.16 | NOT_FOUND,$13387.44 | $13344.94 | $13230.27 | $16727.74 | $16540.15 | $16427.65 | $16432.81 | $16286.08,Llama-3.2-Vision,7.204871531745808
image_004.png,image_004.png,invoice,8.816011428833008,14,14,100.0,llama_invoice,2025-09-17T01:02:43.701239,71.42857142857143,14,10,14,INVOICE,66 658 925 499,Liberty Oil,993 Pitt Street Darwin NT 0800,William Harris,52 Bourke Street Darwin NT 0800,19/07/2025,Premium Unleaded | Diesel | Unleaded Petrol,1 | 2 | 3,$1.75 | $1.70 | $1.65,$1.75 | $3.40 | $4.95,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,8.102141428147691
image_005.png,image_005.png,invoice,8.224503517150879,14,14,100.0,llama_invoice,2025-09-17T01:02:43.701253,100.0,14,14,14,INVOICE,73 154 562 747,Aussie Office Supplies Pty Ltd,123 Collins Street Melbourne VIC 3000,Perth Building Materials,456 George Street Sydney NSW 2000,06/08/2025,Wireless Mouse | Desk Lamp | Wireless Mouse | Printer Paper | Monitor Stand,3 | 3 | 2 | 3 | 1,$490.12 | $38.84 | $431.58 | $138.58 | $1968.24,$1470.35 | $116.53 | $863.17 | $415.74 | $1968.24,true,$439.46,$4834.03,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,12.158788648027944
image_006.png,image_006.png,invoice,10.37989354133606,14,14,100.0,llama_invoice,2025-09-17T01:02:43.701266,98.57142857142858,14,14,14,INVOICE,26 668 321 195 / ACN 668 321 195,Maritime Mechanics,1/92 Watt Road Mornington VIC 3931,Tod Nestor,29 Frederick Street FERNTREE GULLY VIC 3156,27/08/2025,VRS Kit | Pushrods | Ex Valve | Injector Nozzle | Labour - To Date | Labour - To Complete | Freight - Parts In,1.0 | 2.0 | 1.0 | 1.0 | 5.5 | 8.5 | 1.0,$356.25 | $86.87 | $181.25 | $478.60 | $180.00 | $180.00 | $40.00,$356.25 | $173.74 | $181.25 | $478.60 | $990.00 | $1530.00 | $40.00,true,$374.98,$4124.82,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,9.496381458912424
image_007.png,image_007.png,invoice,10.32021164894104,14,14,100.0,llama_invoice,2025-09-17T01:02:43.701278,88.57142857142856,14,13,14,INVOICE,ABN 64 086 174 781,Telstra Limited,ABN 64 086 174 781,Mr Maurice Nestor,29 Frederick Street,16 Jul 2025,Mobile service 0428 521 734 | Mobile data service 0459 246 813 | Mobile data service 0409 760 513 | Mobile data service 0428 992 418,1 | 1 | 1 | 1,$45.00 | $30.00 | $25.00 | $20.00,$45.00 | $30.00 | $25.00 | $20.00,true,$10.91,$120.00,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,8.582326756885543
image_008.png,image_008.png,bank_statement,52.92758297920227,7,7,100.0,llama_bank_statement,2025-09-17T01:02:43.701289,85.7142857142857,7,7,7,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,EFTPOS Cash Out PRICELINE PHARMACY MACKAY QLD | EFTPOS Purchase OFFICEWORKS BUSINESS ROCKHAMPTO... | Mortgage Repayment MORT 0103P16754533 NAB | OSKO Payment to MIKE CHEN 809845773133 | Direct Debit 15395P41608263 MWF 42730 | Salary Payment ATO 28782P6782109 | DD INSURANCE ACME CORP PTY LTD 82321942151853 | Auto Payment UTILITIES AGL 79479A0P85943944 | DIRECT CREDIT SALARY 6080P67812986 | BPAY Payment BILLER60279 CRN 9813018480 | Professional Services Red Energy 98073P31959417 | Card Purchase RED ROOSTER Paramatta SA | Credit Card Payment CC 72599P33283283298 | EFTPOS Cash Out PRICELINE PHARMACY BRISBANE QLD | Card Purchase CHEMIST WAREHOUSE DISCOUNT Richmo... | Fortnightly Pay ATO PAYROLL 91032P35687918 | PAY RUN ACME CORP PTY LTD 99584P07785218 | Salary Payment ATO 30175P32361415 | Online Purchase amazon.com.au AUS | Salary Payment ATO 28773P16041610 | Transfer To Vicks Account NetBank 54381P90841102 | Salary Payment ATO 94514P80490207 | Transfer To Western Port Marina NetBank From Tod | Subscription Netflix 33588P77385123 | Contactless Payment Cinema CAIRNS QLD | Auto Payment UTILITIES Red Energy 15107P21771655 | Contactless Payment Restaurant MACKAY QLD | Fortnightly Pay ATO PAYROLL 36358P70254998 | Centrelink Payment JobSeeker 59392P56090878 | International Transaction Fee | Equipment Purchase OfficeMax Australia 13554P45... | International ATM USA USD | Dividend Payment PREMIUM CORP PTY LTD 7353SP419... | Invoice Payment HARVEY NORMAN FLAGSHIP PTY LTD... | Online Purchase ebay.com.au AUS | Subscription Spotify Monthly 15369P58427775 | International Transaction Fee | Business Expense IT Equipment 66969P86141679 | Auto Payment UTILITIES Energy Australia 47683P7... | Auto Payment UTILITIES Red Energy 81338P61572286,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,08/08/2025 to 07/09/2025,07/09/2025 08/09/2025 04/09/2025 03/09/2025 03/09/2025 02/09/2025 02/09/2025 01/09/2025 01/09/2025 01/09/2025 31/08/2025 29/08/2025 29/08/2025 27/08/2025 27/08/2025 26/08/2025 24/08/2025 24/08/2025 23/08/2025 22/08/2025 20/08/2025 20/08/2025 20/08/2025 19/08/2025 18/08/2025 18/08/2025 17/08/2025 14/08/2025 14/08/2025 13/08/2025 13/08/2025 11/08/2025 11/08/2025 10/08/2025 10/08/2025 09/08/2025 06/08/2025 06/08/2025 09/08/2025 08/08/2025,$386.51 | NOT_FOUND | NOT_FOUND | $38514.00 | $3415.33 | NOT_FOUND | NOT_FOUND | NOT_FOUND | $4411.46 | NOT_FOUND | $42178.69 | NOT_FOUND | NOT_FOUND | $29865.33 | NOT_FOUND | NOT_FOUND | NOT_FOUND | $5916.22 | $2345.10 | NOT_FOUND | $1138.90 | NOT_FOUND | $17898.86 | $178.94 | NOT_FOUND | NOT_FOUND | NOT_FOUND | NOT_FOUND | NOT_FOUND | NOT_FOUND | $6134.38 | $892.33 | NOT_FOUND | NOT_FOUND | $9375.72 | $322.18,NOT_FOUND | $322.18 | $47765.61 | NOT_FOUND | NOT_FOUND | $1651.05 | $35.04 | $41683.28 | NOT_FOUND | $2457.87 | NOT_FOUND | $5135.05 | $321.60 | NOT_FOUND | $34320.79 | $13868.15 | $5929.92 | NOT_FOUND | NOT_FOUND | $20713.65 | NOT_FOUND | $726.48 | NOT_FOUND | NOT_FOUND | $7055.49 | $145.70 | $2214.33 | $5628.46 | $27.06 | $2460.79 | NOT_FOUND | NOT_FOUND | $3234.25 | $9282.88 | NOT_FOUND | NOT_FOUND,$48890.58 | $49212.76 | $49277.09 | $4926.81 | $1511.48 | $43405.77 | $43440.81 | $43708.31 | $39296.85 | $41754.72 | $2025.03 | $43882.12 | $44203.72 | $4426.28 | $38747.07 | $34291.61 | $26339.68 | $20423.46 | $20409.76 | $22754.86 | $19213.59 | $19940.07 | $2041.21 | $20352.49 | $20385.73 | $20531.43 | $13330.24 | $11088.85 | $11115.91 | $11594.77 | $5460.39 | $5899.73 | $9133.98 | $16167.78 | $6792.06 | $6884.90,Llama-3.2-Vision,1.6194634421142349
image_009.png,image_009.png,bank_statement,24.892395973205566,7,7,100.0,llama_bank_statement,2025-09-17T01:02:43.701299,62.85714285714285,7,5,7,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Direct Debit DOMINO'S PTY LTD | Monthly Service Fee | Monthly Service Fee | Wdi ATM WBC WESTPAC GLEN WAVE | Direct Debit 94924P40133289 MHF 75969 | Cash Withdrawal ATM SYDNEY NSW | Home Loan Payment LN REPAY 56052P41700670 | Salary - ATO PAYROLL 89278P11488578 | Direct Debit COLES PTY LTD | Cash Withdrawal ATM HOBART TAS | Transfer To Vicks Account NetBank From Tod | Salary Payment ATO 65208P39971825 | Direct Debit MYER PTY LTD | ATM Withdrawal SYDNEY NSW | Transfer To Western Port Marina NetBank | (truncated for display),NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,07 Aug 2025 to 06 Sep 2025,Thu 04 Sep 2025 Mon 01 Sep 2025 Sun 31 Aug 2025 Fri 29 Aug 2025 Wed 27 Aug 2025 Sat 23 Aug 2025 Thu 21 Aug 2025 Tue 19 Aug 2025 Sun 17 Aug 2025 Sat 16 Aug 2025 Fri 15 Aug 2025 Wed 13 Aug 2025 Mon 11 Aug 2025 Sat 23 Aug 2025,$117.57 | $17.89 | $18.87 | $339.67 | NOT_FOUND | $350.06 | $2194.86 | NOT_FOUND | $61.68 | $3775.28 | NOT_FOUND | $473.11 | $117.57 | $4167.40,NOT_FOUND | NOT_FOUND | NOT_FOUND | NOT_FOUND | $4265.93 | NOT_FOUND | NOT_FOUND | $7836.75 | NOT_FOUND | NOT_FOUND | $5778.51 | NOT_FOUND | NOT_FOUND | NOT_FOUND,$8586.28 CR $8703.85 CR $8721.74 CR $8740.61 CR $9080.28 CR $8981.75 CR $9331.81 CR $11526.67 CR $3689.92 CR $3751.60 CR $7526.88 CR $1748.37 CR $2221.48 CR $4814.35 CR,Llama-3.2-Vision,2.5251543854919762
image_001.png,image_001.png,receipt,8.730576753616333,14,14,100.0,internvl3_8b_receipt,2025-09-17T01:10:34.492020,87.14285714285714,14,13,14,INVOICE,06 082 698 025,Liberty Oil,81 Bourke Street Perth WA 6000,Robert Taylor,243 Adelaide St,05/08/2025,Car Wash | Coffee Large | Unleaded Petrol | Car Wash | Diesel,333 | 1 | 1 | 2 | 1,$15.00 | $4.50 | $1.65 | $15.00 | $1.70,$45.00 | $4.50 | $1.65 | $33.00 | $1.70,true,$8.62,$94.87,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,InternVL3-8B,9.981340248427607
