image_file,image_name,document_type,processing_time,field_count,found_fields,field_coverage,prompt_used,timestamp,overall_accuracy,fields_extracted,fields_matched,total_fields,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT,STATEMENT_DATE_RANGE,TRANSACTION_DATES,TRANSACTION_AMOUNTS_PAID,TRANSACTION_AMOUNTS_RECEIVED,ACCOUNT_BALANCE,model,efficiency_score
image_001.png,image_001.png,receipt,28.769697666168213,19,0,0.0,llama_receipt,2025-09-14T05:20:58.495242,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_002.png,image_002.png,receipt,30.121384859085083,19,0,0.0,llama_receipt,2025-09-14T05:20:58.495261,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_003.png,image_003.png,bank_statement,45.64509296417236,19,0,0.0,llama_bank_statement,2025-09-14T05:20:58.495271,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_004.png,image_004.png,receipt,25.662238836288452,19,0,0.0,llama_receipt,2025-09-14T05:20:58.495278,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_005.png,image_005.png,invoice,26.706635236740112,19,0,0.0,llama_invoice,2025-09-14T05:20:58.495286,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_006.png,image_006.png,invoice,34.335967779159546,19,0,0.0,llama_invoice,2025-09-14T05:20:58.495295,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_007.png,image_007.png,invoice,31.498270750045776,19,0,0.0,llama_invoice,2025-09-14T05:20:58.495302,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_008.png,image_008.png,bank_statement,187.643212556839,19,0,0.0,llama_bank_statement,2025-09-14T05:20:58.495310,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_009.png,image_009.png,bank_statement,76.11874723434448,19,0,0.0,llama_bank_statement,2025-09-14T05:20:58.495318,0.0,0,0,19,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,0.0
image_001.png,image_001.png,receipt,19.855533599853516,14,14,100.0,internvl3_receipt,2025-09-14T05:07:35.380052,81.42857142857143,14,12,14,RECEIPT,06 082 698 025,Liberty Oil,81 Bourke Street Perth WA 6000,Robert Taylor,2443 Adelaide Street,05/08/2025,Car Wash | Coffee Large | Unleaded Petrol | Car Wash | Diesel,3 | 1 | 1 | 2 | 1,15.00 | 44.50 | 1.65 | 15.00 | 1.70,445.00 | 44.50 | 1.65 | 30.00 | 1.70,True,8.62,94.87,,,,,,InternVL3-8B,4.101051780807954
image_002.png,image_002.png,receipt,19.12893867492676,14,14,100.0,internvl3_receipt,2025-09-14T05:07:56.121540,84.28571428571428,14,13,14,RECEIPT,29 4466 4483 258,Ampol Limited,4400 Collins Street Darwin NT 08 TAS 7000,Sophie Martin,4467 Collins Street Hobart,18/07/2025,Energy Drink | Premium Unleaded | Car Wash | Premium Unleaded,1 | 2 | 2 | 2,$4.20 | $1.75 | $4.50 | $1.75,$4.20 | $3.50 | $30.00 | $3.50,True,$5.20,$57.15,,,,,,InternVL3-8B,4.406188744605664
image_003.png,image_003.png,bank_statement,30.54451155662537,7,5,71.42857142857143,internvl3_bank_statement,2025-09-14T05:08:28.331208,65.71428571428571,7,5,7,BANK_STATEMENT,,,,,,,ONLINE PURCHASE | EFTPOS PURCHASE COLES EXP | EFTPOS PURCHASE COLES EXP | DIRECT CREDIT SALARY | ATM WITHDRAWAL | EFTPOS PURCHASE COLES EXP | INTEREST PAYMENT | ATM WITHDRAWAL,,,,,,,03/05/2025 to 10/05/2025,03/05/2025 | 04/05/2025 | 05/05/2025 | 06/05/2025 | 07/05/2025 | 08/05/2025 | 09/05/2025 | 10/05/2025,NOT_FOUND,NOT_FOUND,$13367.44 | $13344.94 | $13230.27 | $16727.74 | $16540.15 | $16427.65 | $16432.81 | $16286.08,InternVL3-8B,2.151426962335291
image_004.png,image_004.png,receipt,16.836353540420532,14,14,100.0,internvl3_receipt,2025-09-14T05:08:46.774908,97.14285714285715,14,14,14,RECEIPT,66 658 925 499,Liberty Oil,993 Pitt Street Darwin NT 0800,William Harris,52 Bourke Street,19/07/2025,Premium Unleaded | Diesel | Unleaded Petrol,1 | 2 | 3,$1.75 | $1.70 | $1.65,$1.75 | $33.40 | $44.95,True,$1.01,$11.11,,,,,,InternVL3-8B,5.769827588238608
image_005.png,image_005.png,invoice,22.376434326171875,14,14,100.0,internvl3_invoice,2025-09-14T05:09:11.243217,90.00000000000001,14,14,14,TAX INVOICE,73 154 562 744,Aussie Office Supplies Pty Ltd,23 Collins Street Melbourne VIC 30000,Perth Building Materials,4456 George Street Sydney NSW 2000,06/08/2025,Wireless Mouse | Desk Lamp | Wireless Mouse | Printer Paper | Monitor Stand,3 | 3 | 2 | 3 | 1,$490.04 | $316.53 | $863.17 | $415.74 | $1968.24,$1470.35 | $116.53 | $863.17 | $4415.74 | $1968.24,True,$4439.46,$4834.03,,,,,,InternVL3-8B,4.022088536900378
image_006.png,image_006.png,invoice,26.92579126358032,14,14,100.0,internvl3_invoice,2025-09-14T05:09:39.672024,87.14285714285715,14,13,14,INVOICE,26 668 3 668 3,Maritime Mechanics,1/92 Watt Road Mornington VIC 33931,Tod Nestor,29 Frederick Street FERNTREE GULLY,27/08/2025,VRS Kit | Pushrods | Ex Valve | Injector Nozzle | Labour - To Date | Labour - To Complete | Freight - Parts In,1.0 | 2.0 | 1.0 | 1.0 | 5.5 | 8.5 | 1.0,$356.25 | $86.87 | $181.25 | $478.60 | $180.00 | $180.00 | $40.00,$356.25 | $173.74 | $181.25 | $478.60 | $990.00 | $1530.00 | $40.00,True,$74.98,$4424.82,,,,,,InternVL3-8B,3.2364084044848895
image_007.png,image_007.png,invoice,21.776090383529663,14,11,78.57142857142857,internvl3_invoice,2025-09-14T05:10:03.557438,64.28571428571429,14,10,14,TAX INVOICE,ABN 64 0086 174 781,Telstra Limited,NOT_FOUND,Mr Maurice Nestor,29 Frederick Street,16 Jul 2025,NOT_FOUND,NOT_FOUND,$45.00 | $25.00 | $25.00 | $20.00,$445.00 | $25.00 | $25.00 | $20.00,True,$10.91,$120.00,,,,,,InternVL3-8B,2.952123781334815
image_008.png,image_008.png,bank_statement,56.73843955993652,7,0,0.0,internvl3_bank_statement,2025-09-14T05:11:02.036299,0.0,7,0,7,NOT_FOUND,,,,,,,NOT_FOUND,,,,,,,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,InternVL3-8B,0.0
image_009.png,image_009.png,bank_statement,56.978487730026245,7,4,57.14285714285714,internvl3_bank_statement,2025-09-14T05:12:00.670235,14.285714285714285,7,1,7,BANK_STATEMENT,,,,,,,Home Loan Payment LN | Direct Debit MYER PTY L Australia | Salary - ATO PAYROLL 8 | Direct Debit COLES PTY LTD | Monthly Service Fee | Cash Withdrawal ATM SYDNEY NSW | Direct Debit 944244913 | Cash Withdrawal ATM HOBART TAS | Transfer To Vicks Account | Salary Payment ATO 652 | Transfer To Western Port GLEN WAVE | Direct Debit 82572P6601,,,,,,,00 07 Aug 2025 to 06 Sep 2025,Thu 04 Sep 2025 | Fri 15 Aug 2025 | Wed 13 Aug 2025 | Tue 19 Aug 2025 | Fri 29 Aug 2025 | Sun 17 Aug 2025 | Sat 23 Aug 2025 | Sat 16 Aug 2025 | Mon 11 Aug 2025,NOT_FOUND,NOT_FOUND,NOT_FOUND,InternVL3-8B,0.25072119066063014
