image_file,image_name,document_type,processing_time,field_count,found_fields,field_coverage,prompt_used,timestamp,overall_accuracy,fields_extracted,fields_matched,total_fields,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT,STATEMENT_DATE_RANGE,TRANSACTION_DATES,TRANSACTION_AMOUNTS_PAID,TRANSACTION_AMOUNTS_RECEIVED,ACCOUNT_BALANCE,model,efficiency_score
image_001.png,image_001.png,receipt,32.01560378074646,14,14,100.0,llama_receipt,2025-09-14T23:15:30.843222,98.57142857142858,14,14,14,RECEIPT,08 082 698 025,Liberty Oil,481 Bourke Street Perth WA 6000,Robert Taylor,243 Adelaide Street Perth WA 6000,05/08/2025,Car Wash | Coffee Large | Unleaded Petrol | Car Wash | Diesel,3 | 1 | 1 | 2 | 3,$15.00 | $4.50 | $1.65 | $15.00 | $1.70,$45.00 | $4.50 | $1.65 | $30.00 | $5.10,true,$8.62,$94.87,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,3.0788558368750008
image_002.png,image_002.png,receipt,29.93427324295044,14,14,100.0,llama_receipt,2025-09-14T23:15:30.843249,95.71428571428572,14,14,14,RECEIPT,298 483 258,Aropol Limited,680 Collins Street Darwin NT 0800,Sophie Martin,467 Collins Street Hobart TAS 7000,18/07/2025,Energy Drink | Premium Unleaded | Coffee Large | Car Wash | Premium Unleaded | Premium Unleaded,1 | 1 | 2 | 2 | 2 | 2,$4.20 | $1.75 | $4.50 | $1.75 | $15.00 | $1.75,$4.20 | $1.75 | $9.00 | $3.50 | $30.00 | $3.50,true,$5.20,$57.15,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,3.197481526859068
image_003.png,image_003.png,bank_statement,44.15943455696106,7,7,100.0,llama_bank_statement,2025-09-14T23:15:30.843262,71.42857142857143,7,5,7,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,ONLINE PURCHASE AMAZON AU | EFTPOS PURCHASE COLES EXP | EFTPOS PURCHASE COLES EXP | DIRECT CREDIT SALARY | ATM WITHDRAWAL ANZ ATM | EFTPOS PURCHASE COLES EXP | INTEREST PAYMENT | ATM WITHDRAWAL ANZ ATM,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,03/05/2025 to 10/05/2025,03/05/2025 | 04/05/2025 | 05/05/2025 | 06/05/2025 | 07/05/2025 | 08/05/2025 | 09/05/2025 | 10/05/2025,$288.03 | $22.50 | $114.66 | $187.59 | $112.50 | $146.72 | $5.16,$13387.44 | $13344.94 | $13230.27 | $16727.74 | $16540.15 | $16427.65 | $16432.81 | $16286.08,$13387.44 | $13344.94 | $13230.27 | $16727.74 | $16540.15 | $16427.65 | $16432.81 | $16286.08,Llama-3.2-Vision,1.617515535359404
image_004.png,image_004.png,receipt,24.93769931793213,14,14,100.0,llama_receipt,2025-09-14T23:15:30.843276,85.71428571428571,14,12,14,RECEIPT,66 658 925 499,Liberty Oil,993 Pitt Street Darwin NT 0800,William Harris,52 Bourke Street Darwin NT 0800,19/07/2025,Premium Unleaded | Diesel | Unleaded Petrol,1 | 2 | 3,$1.75 | $3.40 | $4.95,$1.75 | $6.80 | $14.85,true,$1.01,$11.11,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,3.4371368674194627
image_005.png,image_005.png,invoice,26.107506275177,14,14,100.0,llama_invoice,2025-09-14T23:15:30.843288,100.0,14,14,14,INVOICE,73 154 562 747,Aussie Office Supplies Pty Ltd,123 Collins Street Melbourne VIC 3000,Perth Building Materials,456 George Street Sydney NSW 2000,06/08/2025,Wireless Mouse | Desk Lamp | Wireless Mouse | Printer Paper | Monitor Stand,3 | 3 | 2 | 3 | 1,$490.12 | $38.84 | $431.58 | $138.58 | $1968.24,$1470.35 | $116.53 | $863.17 | $415.74 | $1968.24,true,$439.46,$4834.03,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,3.830316038076756
image_006.png,image_006.png,invoice,33.04509687423706,14,14,100.0,llama_invoice,2025-09-14T23:15:30.843306,100.0,14,14,14,INVOICE,26 668 321 195,Maritime Mechanics,1/92 Watt Road Mornington VIC 3931,Tod Nestor,29 Frederick Street FERNTREE GULLY VIC 3156,27/08/2025,VRS Kit | Pushrods | Ex Valve | Injector Nozzle | Labour - To Date | Labour - To Complete | Freight - Parts In,1.0 | 2.0 | 1.0 | 1.0 | 5.5 | 8.5 | 1.0,$356.25 | $86.87 | $181.25 | $478.60 | $180.00 | $180.00 | $40.00,$356.25 | $173.74 | $181.25 | $478.60 | $990.00 | $1530.00 | $40.00,true,$374.98,$4124.82,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,3.026167554617247
image_007.png,image_007.png,invoice,31.149067401885983,14,14,100.0,llama_invoice,2025-09-14T23:15:30.843319,91.42857142857144,14,13,14,INVOICE,64 086 174 781,Telstra Limited,ABN 64 086 174 781,Mr Maurice Nestor,29 Frederick Street Ferntree Gully VIC 3156,16 Jul 2025,Mobile service 0428 521 734 | Mobile data service 0459 246 813 | Mobile data service 0409 760 513 | Mobile data service 0428 992 418,1 | 1 | 1 | 1,$45.00 | $30.00 | $25.00 | $20.00,$45.00 | $30.00 | $25.00 | $20.00,true,$10.91,$120.00,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Llama-3.2-Vision,2.9351945035450955
image_008.png,image_008.png,bank_statement,185.96376943588257,7,7,100.0,llama_bank_statement,2025-09-14T23:15:30.843329,62.85714285714285,7,5,7,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,EFTPOS Cash Out PRICELINE PHARMACY MACKAY QLD | EFTPOS Purchase OFFICEWORKS BUSINESS ROCKHAMPTO... | Mortgage Repayment MORT 8103P16754553 NAB | OSKO Payment to MIKE CHEN 809845773133 | Direct Debit 15395P41608263 MWF 42730 | Salary Payment ATO 28782P6078210 | DD INSURANCE ACME CORP PTY LTD 82321P42151853 | Auto Payment UTILITIES AGL 4794DPR85943944 | DIRECT CREDIT SALARY 6080P677812986 | BPAY Payment BILLER600279 CRN 9813018480 | Professional Services Red Energy 68073P31959417 | Card Purchase RED ROOSTER Paramatta SA | Credit Card Payment CC 72599P33283283 | EFTPOS Cash Out PRICELINE PHARMACY BRISBANE QLD | Card Purchase CHEMIST WAREHOUSE DISCOUNT Richmo... | Fortnightly Pay ATO PAYROLL 91032P35687918 | PAY RUN ACME CORP PTY LTD 99584P07785218 | Salary Payment ATO 30175P32361415 | Online Purchase amazon.com.au AUS | Salary Payment ATO 28773P16041610 | Transfer To Vicks Account NetBank 54381P90841102 | Salary Payment ATO 94514P80490207 | Transfer To Westem Port Marina NetBank From Tod | Subscription Netflix 33588P77385123 | Contactless Payment Cinema CAIRNS QLD | Auto Payment UTILITIES Red Energy 15107P21771655 | Contactless Payment Restaurant MACKAY QLD | Fortnightly Pay ATO PAYROLL 38358P70254998 | Centrelink Payment JobSeeker 59392P60090878 | International Transaction Fee | Equipment Purchase Officemax Australia 13554P45... | International ATM USA USD | Dividend Payment PREMIUM CORP PTY LTD 73535P419... | Invoice Payment HARVEY NORMAN FLAGSHIP PTY LTD... | Online Purchase ebay.com.au AUS | Subscription Spotify Monthly 15369P56427775 | International Transaction Fee | Business Expense IT Equipment 66969P86141679 | Auto Payment UTILITIES Energy Australia 47683P7... | Auto Payment UTILITIES Red Energy 81338P61572286,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,08/08/2025 to 07/09/2025,07/09/2025 | 06/09/2025 | 04/09/2025 | 03/09/2025 | 03/09/2025 | 02/09/2025 | 02/09/2025 | 01/09/2025 | 01/09/2025 | 01/09/2025 | 31/08/2025 | 29/08/2025 | 29/08/2025 | 27/08/2025 | 27/08/2025 | 26/08/2025 | 24/08/2025 | 24/08/2025 | 23/08/2025 | 22/08/2025 | 20/08/2025 | 20/08/2025 | 20/08/2025 | 19/08/2025 | 18/08/2025 | 18/08/2025 | 17/08/2025 | 14/08/2025 | 14/08/2025 | 13/08/2025 | 13/08/2025 | 11/08/2025 | 11/08/2025 | 10/08/2025 | 10/08/2025 | 09/08/2025 | 09/08/2025 | 08/08/2025 | 08/08/2025,$322.18 | $64.33 | $649.79 | $1365.43 | $199.17 | $6105.71 | $45.04 | $257.50 | $4449.44 | $37.08 | $2457.87 | $270.31 | $1957.09 | $221.60 | $222.56 | $5679.21 | $4455.46 | $7951.93 | $6013.70 | $2345.10 | $728.48 | $201.14 | $211.28 | $33.24 | $145.70 | $7201.19 | $2241.39 | $27.06 | $478.86 | $200.71 | $229.39 | $257.95 | $186.22 | $33.83 | $62.51 | $91.04 | $389.57,$48890.58 | $49212.76 | $49277.09 | $4926.68 | $61312.32 | $61511.48 | $43405.77 | $4340.81 | $43708.31 | $39296.85 | $41754.72 | $42025.03 | $3982.12 | $44203.72 | $4426.28 | $38747.07 | $34291.61 | $26339.68 | $20423.46 | $20409.76 | $22754.86 | $19213.59 | $19940.07 | $20141.21 | $20352.49 | $20385.73 | $20531.43 | $13330.24 | $11088.85 | $11115.91 | $11594.77 | $11855.48 | $5460.39 | $5899.78 | $5947.73 | $9133.98 | $6157.78 | $6792.06 | $6884.90,$48890.58 | $49212.76 | $49277.09 | $4926.68 | $61312.32 | $61511.48 | $43405.77 | $4340.81 | $43708.31 | $39296.85 | $41754.72 | $42025.03 | $3982.12 | $44203.72 | $4426.28 | $38747.07 | $34291.61 | $26339.68 | $20423.46 | $20409.76 | $22754.86 | $19213.59 | $19940.07 | $20141.21 | $20352.49 | $20385.73 | $20531.43 | $13330.24 | $11088.85 | $11115.91 | $11594.77 | $11855.48 | $5460.39 | $5899.78 | $5947.73 | $9133.98 | $6157.78 | $6792.06 | $6884.90,Llama-3.2-Vision,0.3380074680558409
image_009.png,image_009.png,bank_statement,72.94718647003174,7,7,100.0,llama_bank_statement,2025-09-14T23:15:30.843337,25.71428571428572,7,2,7,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Direct Debit DOMINO'S PTY LTD | Monthly Service Fee | Wdi ATM WBC WESTPAC GLEN WAVE | Direct Debit 94924P40133289 MHF 75969 | Cash Withdrawal ATM SYDNEY NSW | Home Loan Payment LN REPAY 56052P41700670 | Salary - ATO PAYROLL 89278P11488578 | Direct Debit COLES PTY LTD | Cash Withdrawal ATM HOBART TAS | Transfer To Vicks Account NetBank From Tod | Salary Payment ATO 65208P39971825 | Direct Debit MYER PTY LTD | ATM Withdrawal SYDNEY NSW | Transfer To Western Port Marina NetBank,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,07 Aug 2025 to 06 Sep 2025,Thu 04 Sep 2025 | Mon 01 Sep 2025 | Sun 31 Aug 2025 | Fri 29 Aug 2025 | Wed 27 Aug 2025 | Sat 23 Aug 2025 | Thu 21 Aug 2025 | Tue 19 Aug 2025 | Sun 17 Aug 2025 | Sat 16 Aug 2025 | Fri 15 Aug 2025 | Wed 13 Aug 2025 | Mon 11 Aug 2025,$117.57 | $17.89 | $18.87 | $241.14 | $251.33 | $1918.75 | $7836.75 | $61.68 | $3775.28 | $5778.51 | $245.00 | $51.36 | $4374.15,$8703.85 CR | $8721.74 CR | $8740.61 CR | $9080.28 CR | $8981.75 CR | $9331.81 CR | $11526.07 CR | $3689.92 CR | $3751.60 CR | $7526.88 CR | $1748.37 CR | $2221.48 CR | $4814.35 CR,$8586.28 CR | $8703.85 CR | $8721.74 CR | $8740.61 CR | $9080.28 CR | $8981.75 CR | $9331.81 CR | $11526.07 CR | $3689.92 CR | $3751.60 CR | $7526.88 CR | $1748.37 CR | $2221.48 CR | $4814.35 CR,Llama-3.2-Vision,0.35250551746570374
image_001.png,image_001.png,receipt,19.373034477233887,14,13,92.85714285714286,internvl3_receipt,2025-09-15T01:52:13.377534,87.14285714285714,14,13,14,RECEIPT,06 082 698 025,Liberty Oil,81 Bourke Street Perth WA 6000,Robert Taylor,243 Adelaide St,05/08/2025,NOT_FOUND,3 | 1 | 1 | 2 | 1,$15.00 | $4.50 | $1.65 | $15.00 | $1.70,$44.00 | $4.50 | $1.65 | $30.00 | $1.70,True,$8.62,$94.87,,,,,,InternVL3-8B,4.4981521735927625
