image_file,image_name,document_type,processing_time,field_count,found_fields,field_coverage,prompt_used,timestamp,overall_accuracy,fields_extracted,fields_matched,total_fields,inference_only,model_version,gpu_type,precision,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT
cba_amount_balance.png,cba_amount_balance.png,bank_statement,24.8425931930542,5,5,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-25T22:40:39.061972,80.0,5,4,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,GROCERY MARKET SUBURB NSW AUS | DEPARTMENT STORE SHOPPING DIST NS AUS | CAFE CENTRAL T 54321F SUBURB AUS | CAFE CENTRAL T 54321F SUBURB AUS | ONLINE RETAILER.COM SYDNEY AU AUS | SERVICE STATION SUBURB NS AUS | SERVICE STATION SUBURB NS AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ELECTRONICS 9876 SUBURB NSW AUS | PHARMACY SERVICES MELBOURNE AUS | BOOKSTORE 2345 SYDNEY AU AUS,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_date_grouped.png,cba_date_grouped.png,bank_statement,24.583123445510864,5,5,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-25T22:40:39.061999,48.235294117647065,5,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,TELSTRA MOBILE SERVICES SYDNEY AUS | WOOLWORTHS 2847 MELBOURNE VIC AUS | SHELL SERVICE STATION RICHMOND VIC | NETFLIX SUBSCRIPTION | COLES SUPERMARKET CARLTON VIC | PARKING METERS MELBOURNE VIC | RENT PAYMENT REAL ESTATE | CHEMIST WAREHOUSE MELBOURNE VIC,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_date_grouped_cont.png,cba_date_grouped_cont.png,bank_statement,24.384275436401367,5,4,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-25T22:40:39.062014,37.8,4,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,RESTAURANT DINING SOUTH BANK VIC A | BOOKSTORE MELBOURNE CBD AU AUS | GYM MEMBERSHIP FITNESS FIRST VIC AU A | AUTO SERVICES BRUNSWICK AU AUS | HARDWARE STORE BUNNINGS VIC AU | ELECTRONICS STORE JB HI FI AU AUS | PHARMACY CHEMIST MELBOURNE VIC | DIRECT DEBIT INSURANCE PREMIUM | STREAMING SERVICE SPOTIFY AUS | PET SUPPLIES PETBARN RICHMOND VIC | UTILITIES ELECTRICITY BILL | DEPARTMENT STORE MYERS VIC AU,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_debit_credit.png,cba_debit_credit.png,bank_statement,27.115558862686157,5,4,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-25T22:40:39.062027,75.26436781609196,4,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Direct Debit 987654 Loan Repayment | RETAIL STORE SUBURB AU | SUPERMARKET SHOPPING SUBURB AU | SHOPPING SUBURB SUBURB AU | SHOPPING SUBURB SUBURB AU | Store RSL Suburb0 AU | Transfer to financially sorted | GROCERY STORE SUBURB AU | PETROL STATION SUBURB VICAU | RETAIL STORES SUBURB VICAU | DEPARTMENT STORE PTY LTD SUBURB VIC AU | RETAIL STORES EASTLINK VIC SUBURB AU | RETAIL STORE PTY LTD Suburb VICAU | RETAIL STORE PTY LTD Suburb VICAU | Afterpay afterpay.com AU AUS,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_highligted.png,cba_highligted.png,bank_statement,23.465240001678467,5,3,7.142857142857142,internvl3_5_8b_bank_statement,2025-11-25T22:40:39.062039,20.0,3,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_home_loan.png,cba_home_loan.png,bank_statement,20.13705849647522,5,5,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-25T22:40:39.062052,62.90909090909091,5,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Repayment/Payment NetBank | Repayment/Payment NetBank | Repayment Redraw NetBank | Interest charged | Repayment/Payment | Reversal of a transaction made 13/11/25 | Interest charged,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
image_001.png,image_001.png,receipt,12.659112930297852,14,14,100.0,internvl3_5_8b_receipt,2025-11-25T22:40:39.062065,92.85714285714286,14,13,14,False,InternVL3.5-8B,H200,bfloat16,RECEIPT,06082698025,Liberty Oil,481 Bourke Street Perth WA 6000,Robert Taylor,243 Adelaide Street Perth WA 6000,05/08/2025,Car Wash | Coffee Large | Unleaded Petrol | Car Wash | Diesel,3 | 1 | 1 | 2 | 3,$15.00 | $4.50 | $1.65 | $15.00 | $1.70,$45.00 | $4.50 | $1.65 | $30.00 | $5.10,Yes,$8.62,$94.87
image_002.png,image_002.png,receipt,13.548967838287354,14,14,100.0,internvl3_5_8b_receipt,2025-11-25T22:40:39.062078,92.85714285714286,14,13,14,False,InternVL3.5-8B,H200,bfloat16,RECEIPT,29466483258,Ampol Limited,680 Collins Street Darwin NT 0800,Sophie Martin,467 Collins Street Hobart TAS 7000,18/07/2025,Energy Drink | Premium Unleaded | Coffee Large | Premium Unleaded | Car Wash | Premium Unleaded,1 | 1 | 2 | 2 | 2 | 2,$4.20 | $1.75 | $4.50 | $1.75 | $15.00 | $1.75,$4.20 | $1.75 | $9.00 | $3.50 | $30.00 | $3.50,Yes,$5.20,$57.15
image_003.png,image_003.png,bank_statement,18.913514375686646,5,5,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-25T22:40:39.062091,52.72727272727272,5,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,ONLINE PURCHASE AMAZON AU | EFTPOS PURCHASE COLES EXP | EFTPOS PURCHASE COLES EXP | DIRECT CREDIT SALARY | ATM WITHDRAWAL ANZ ATM | EFTPOS PURCHASE COLES EXP | INTEREST PAYMENT | ATM WITHDRAWAL ANZ ATM,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
image_004.png,image_004.png,receipt,11.032321453094482,14,14,100.0,internvl3_5_8b_receipt,2025-11-25T22:40:39.062103,92.85714285714286,14,13,14,False,InternVL3.5-8B,H200,bfloat16,RECEIPT,66658925499,Liberty Oil,993 Pitt Street Darwin NT 0800,William Harris,52 Bourke Street Darwin NT 0800,19/07/2025,Premium Unleaded | Diesel | Unleaded Petrol,1 | 2 | 3,$1.75 | $1.70 | $1.65,$1.75 | $3.40 | $4.95,Yes,$1.01,$11.11
