image_file,image_name,document_type,processing_time,field_count,found_fields,field_coverage,prompt_used,timestamp,overall_accuracy,fields_extracted,fields_matched,total_fields,inference_only,model_version,gpu_type,precision,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT
cba_amount_balance.png,cba_amount_balance.png,bank_statement,24.916080951690674,5,5,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392815,80.0,5,4,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,GROCERY MARKET SUBURB NSW AUS | DEPARTMENT STORE SHOPPING DIST NS AUS | CAFE CENTRAL T 54321F SUBURB AUS | CAFE CENTRAL T 54321F SUBURB AUS | ONLINE RETAILER.COM SYDNEY AU AUS | SERVICE STATION SUBURB NS AUS | SERVICE STATION SUBURB NS AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ONLINE SUBSCRIPTION SYDNEY AU AUS | ELECTRONICS 9876 SUBURB NSW AUS | PHARMACY SERVICES MELBOURNE AUS | BOOKSTORE 2345 SYDNEY AU AUS,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_date_grouped.png,cba_date_grouped.png,bank_statement,20.820601224899292,5,5,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392844,54.853801169590646,5,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,TELSTRA MOBILE SERVICES SYDNEY AUS | WOOLWORTHS 2847 MELBOURNE VIC AUS | SHELL SERVICE STATION RICHMOND VIC | NETFLIX SUBSCRIPTION | Transfer from xx7876 CommBank app | CAFE LATTE FITZROY VIC AUS | COLES SUPERMARKET CARLTON VIC | PARKING METERS MELBOURNE VIC | RENT PAYMENT REAL ESTATE | Transfer from xx8765 CommBank app | CHEMIST WAREHOUSE MELBOURNE VIC,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_date_grouped_cont.png,cba_date_grouped_cont.png,bank_statement,24.67575716972351,5,4,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392860,37.8,4,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,RESTAURANT DINING SOUTH BANK VIC A | BOOKSTORE MELBOURNE CBD AU AUS | GYM MEMBERSHIP FITNESS FIRST VIC AU A | AUTO SERVICES BRUNSWICK AU AUS | HARDWARE STORE BUNNINGS VIC AU | ELECTRONICS STORE JB HI FI AU AUS | PHARMACY CHEMIST MELBOURNE VIC | DIRECT DEBIT INSURANCE PREMIUM | STREAMING SERVICE SPOTIFY AUS | PET SUPPLIES PETBARN RICHMOND VIC | UTILITIES ELECTRICITY BILL | DEPARTMENT STORE MYERS VIC AU,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_debit_credit.png,cba_debit_credit.png,bank_statement,27.078608989715576,5,4,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392873,75.26436781609196,4,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Direct Debit 987654 Loan Repayment | RETAIL STORE SUBURB AU | SUPERMARKET SHOPPING SUBURB AU | SHOPPING SUBURB SUBURB AU | SHOPPING SUBURB SUBURB AU | Store RSL Suburb0 AU | Transfer to financially sorted | GROCERY STORE SUBURB AU | PETROL STATION SUBURB VICAU | RETAIL STORES SUBURB VICAU | DEPARTMENT STORE PTY LTD SUBURB VIC AU | RETAIL STORES EASTLINK VIC SUBURB AU | RETAIL STORE PTY LTD Suburb VICAU | RETAIL STORE PTY LTD Suburb VICAU | Afterpay afterpay.com AU AUS,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_highligted.png,cba_highligted.png,bank_statement,14.609772443771362,5,3,7.142857142857142,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392887,20.0,3,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
cba_home_loan.png,cba_home_loan.png,bank_statement,20.244171619415283,5,5,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392898,62.90909090909091,5,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Repayment/Payment NetBank | Repayment/Payment NetBank | Repayment Redraw NetBank | Interest charged | Repayment/Payment | Reversal of a transaction made 13/11/25 | Interest charged,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
low_contrast.png,low_contrast.png,bank_statement,27.56857466697693,5,4,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392908,77.28587319243604,4,2,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Otr Supermarket 9876 Sydney Aus | Otr Convenience 4321 Melbourne Aus | Otr Convenience 4321 Melbourne Aus | Retailstore 8765 Perth Aus | Otr Convenience 4321 Melbourne Aus | Valley Shopping Ct Brisbane Aus | Plaza Hotel Sydney Sydney Cre Aus | Plaza Hotel Sydney Sydney Cre Aus | Department Store Pl Adelaide Aus | Plaza Motorcycle Brisbane Aus | Plaza Hotel Sydney Sydney Cre Aus | Value Retail Pty Newcastle South Aus | Office Supplies Brisbane Aus | Valley Shop Brisbane Aus | Brisbane Store Brisbane Aus | Value Family Trust Brisbane Aus,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
nab_classic_highligted.png,nab_classic_highligted.png,bank_statement,26.84361696243286,5,4,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392920,31.428571428571434,4,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,EFTPOS 18/06 Fresh Groceries | V1056 18/06 Farmland Markets | Pizza Delivery | V1056 16/06 Gas Station 890000 | Auto Repair | V1056 20/06 The Restaurant | V1056 Farmland Markets | V1056 20/06 City Square | V1056 20/06 The Restaurant | V1056 Depot Retail No | V1056 21/06 Shopping Complex | V1056 Retail Parkchester Rd Beer | V1056 19/06 Fast Food Chain North | V1056 22/06 Market Street | V1056 24/06 Retail & Fashion | V1056 21/06 Department Plaza,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
transaction_summary.png,transaction_summary.png,bank_statement,23.410805463790894,5,4,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392931,22.222222222222225,4,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,GROCERY STORE | ONLINE RETAILER | International Transaction Fee | ELECTRONICS.COM | SUBSCRIPTION SERVICE | International Transaction Fee | DEPARTMENT STORE | International Transaction Fee | Monthly Account Fee | RESTAURANT | Payment | Instalment Payment | Instalment Payment,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
westpac_debit_credit.png,westpac_debit_credit.png,bank_statement,38.32780337333679,5,4,14.285714285714285,internvl3_5_8b_bank_statement,2025-11-24T22:00:15.392940,30.384615384615387,4,1,5,False,InternVL3.5-8B,H200,bfloat16,BANK_STATEMENT,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Stores Melbourne T2 | RETAIL STORE SUBURB SHOPPING CENTRE SUBURB | AUTOMOTIVE SERVICE CAFE PTY LTD | PHARMACY PTY LTD RESTAURANT 2347F FUEL AUSTRALIA PTY | C90123 TRF FROM Westpac Choice | C012 Y12-10684-33224 Sydney AUS INSURANCE CO SYDNEY AUS RETAIL HOTEL PTY LTD LOCATION AUS | C30815 TRF FROM Westpac Choice RETAIL AUSTRALIA PTY MELBOURNE AUS | CASH ADVANCE SPORTING PTY LTD DARWIN AUS | C6000 TRF FROM Westpac Choice | RETAIL BRANDS AU SUBURB AUS PARKING PTY LTD SUBURB DINING BAHAMA SUBURBS AUS | RETAIL SERVICES 1849 SUBURB AUS | RETAIL COMPANY 1849 SUBURB AUS SHOPPING AUSTRALIA LTD SUBURB RETAIL STORES SUBURB AUS | SERVICES 123 Accounting SUBURB AUS RETAIL INDUSTRIAL SUBURB EAST | RETAIL STORE 22478F SUBURB AUS CAFE STORE 22478F SUBURB AUS AUTOMOTIVE SERVICE SUBURB AUS | RETAIL STORE FT SUBURB H LOCATION AUS RETAIL STORES 18494 SUBURB AUS | RETAIL STORE EARPARK ONL28 SUBURB 28 AUS CRED VOUCHER | INTEREST CHARGES - CASH,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND
